Latitude,Longitude,year
31.349733,-109.539695,1997
31.350031,-109.537788,1997
32.00941,-109.38906,1997
36.080539,-112.155726,1997
36.05864,-112.1836,1997
36.077814,-112.129551,1997
35.973117,-111.984846,1997
34.229733,-111.3295,1997
33.6547,-111.1074,1997
33.006179,-110.785797,1997
34.109112,-111.352828,1997
32.83388,-109.718611,1997
33.405323,-112.074036,1997
33.49462,-112.13098,1997
33.466154,-112.099316,1997
33.48378,-112.14256,1997
33.287828,-111.817361,1997
33.479136,-112.112493,1997
33.41018,-111.86536,1997
33.56031,-112.06619,1997
33.45244,-111.73327,1997
33.57453,-112.19193,1997
33.70639,-111.85575,1997
33.45797,-112.04659,1997
33.47968,-111.91721,1997
33.469766,-111.96709,1997
33.360605,-111.769304,1997
33.474486,-112.19293,1997
33.417822,-112.104872,1997
33.301716,-111.892918,1997
33.46093,-112.11748,1997
33.9828,-111.79871,1997
33.68125,-112.205764,1997
33.970308,-112.730733,1997
33.905278,-111.41,1997
33.54558,-111.60972,1997
33.61092,-111.72534,1997
33.71881,-111.67183,1997
33.674492,-111.150401,1997
33.348851,-112.831103,1997
33.488889,-111.8625,1997
33.503833,-112.095767,1997
35.153888,-114.566111,1997
35.103611,-114.602222,1997
34.2525,-110.036388,1997
34.82251,-109.89249,1997
32.382036,-112.857453,1997
32.222058,-110.974681,1997
31.95,-112.801,1997
31.87564,-110.993703,1997
32.004707,-110.792593,1997
32.322661,-111.038389,1997
32.414344,-111.154544,1997
32.174538,-110.737116,1997
32.201978,-110.967905,1997
32.27229,-110.989079,1997
32.204411,-110.878067,1997
32.20739,-110.910619,1997
32.425261,-111.06352,1997
32.04767,-110.774357,1997
32.0475,-110.773889,1997
32.222298,-110.978426,1997
32.222103,-110.893842,1997
32.295909,-110.823422,1997
32.125919,-110.982556,1997
32.231743,-110.952036,1997
32.29515,-110.9823,1997
32.598611,-110.633611,1997
31.337204,-110.936718,1997
34.77,-112.05555,1997
34.42888,-112.961944,1997
35.513486,-113.322198,1997
34.582386,-111.824607,1997
32.677001,-114.648905,1997
32.685171,-114.492374,1997
34.499264,-91.574296,1997
33.1304,-91.962076,1997
34.1795,-93.0988,1997
35.838686,-90.708724,1997
35.147591,-90.176483,1997
35.197288,-90.193141,1997
34.510367,-93.054346,1997
34.220098,-92.000973,1997
36.084239,-92.58683,1997
33.425625,-94.040543,1997
34.649822,-93.816866,1997
35.832726,-93.20826,1997
35.825893,-93.203187,1997
33.587614,-92.833219,1997
34.529766,-90.586049,1997
34.582884,-94.237989,1997
34.583699,-94.226234,1997
35.259775,-93.10005,1997
34.866478,-92.12209,1997
34.733425,-92.24126,1997
34.756189,-92.281296,1997
34.749536,-92.340985,1997
34.74537,-92.27765,1997
34.835721,-92.260581,1997
34.744931,-92.320064,1997
35.389672,-94.424288,1997
33.214019,-92.668767,1997
33.220563,-92.672263,1997
36.052024,-94.162704,1997
35.24894,-91.715596,1997
37.6849,-121.7659,1997
37.7986,-122.2684,1997
37.710229,-122.116899,1997
37.535833,-121.961823,1997
37.654456,-122.031547,1997
37.816514,-122.23062,1997
38.342606,-120.764426,1997
38.288805,-120.910772,1997
38.294916,-120.913828,1997
39.757371,-121.843286,1997
39.729327,-121.843311,1997
39.776551,-121.607473,1997
39.327563,-121.668811,1997
38.20185,-120.680277,1997
39.012396,-122.092471,1997
39.18919,-121.99887,1997
37.936013,-122.026154,1997
37.949924,-122.357193,1997
37.948172,-122.364852,1997
38.05492,-122.233229,1997
38.006311,-121.641918,1997
37.9642,-122.3403,1997
38.012816,-122.134467,1997
38.0096,-121.8211,1997
38.029258,-121.896866,1997
41.560952,-124.083964,1997
41.757059,-124.201748,1997
41.833168,-123.967853,1997
38.941019,-119.942681,1997
38.932964,-119.967682,1997
38.725282,-120.821916,1997
38.944979,-119.970609,1997
38.890941,-121.003373,1997
38.976,-120.103506,1997
36.705474,-119.741332,1997
36.781333,-119.77319,1997
36.808838,-119.792923,1997
37.13828,-119.267624,1997
36.841592,-119.874739,1997
36.597442,-119.503659,1997
36.819449,-119.716433,1997
39.51766,-122.191371,1997
40.80178,-124.1621,1997
32.978379,-115.534156,1997
32.673948,-115.503884,1997
32.67618,-115.48307,1997
32.677833,-115.390544,1997
32.79222,-115.56306,1997
32.738936,-114.635786,1997
33.0325,-115.62361,1997
33.213611,-115.54528,1997
36.609003,-118.057809,1997
36.275495,-117.990638,1997
37.364096,-118.395665,1997
36.607556,-118.047709,1997
36.057185,-117.861369,1997
36.267536,-117.993002,1997
36.508611,-116.847778,1997
36.049402,-117.943927,1997
36.487823,-117.871036,1997
36.043833,-117.947021,1997
35.345607,-118.851825,1997
35.051454,-119.40262,1997
35.385574,-119.015009,1997
35.050551,-118.147294,1997
35.356615,-119.062613,1997
35.438035,-119.016787,1997
35.624678,-117.670897,1997
35.142189,-119.460952,1997
35.208295,-118.785374,1997
35.503587,-119.272606,1997
35.69868,-118.203013,1997
36.086062,-119.563457,1997
36.102244,-119.56565,1997
36.31567,-119.643447,1997
39.0327,-122.92229,1997
38.77453,-122.6995,1997
38.84846,-122.75797,1997
38.85022,-122.7362,1997
40.412396,-120.633283,1997
34.1365,-117.92391,1997
34.14435,-117.85036,1997
34.05111,-118.45636,1997
34.17605,-118.31712,1997
34.06659,-118.22688,1997
34.19925,-118.53276,1997
33.92899,-118.21071,1997
34.01407,-118.06056,1997
34.06703,-117.7514,1997
34.1326,-118.1272,1997
33.82376,-118.18921,1997
33.92288,-118.37026,1997
34.387498,-118.53453,1997
34.689985,-118.13285,1997
34.207506,-117.763391,1997
34.086676,-118.0209,1997
36.867125,-120.010158,1997
37.97231,-122.520004,1997
38.122979,-122.90944,1997
37.832725,-122.527658,1997
37.71325,-119.7062,1997
37.54377,-119.83957,1997
37.748707,-119.587094,1997
39.445723,-123.803905,1997
39.15047,-123.20655,1997
39.14566,-123.20298,1997
39.402942,-123.350288,1997
39.412942,-123.353621,1997
37.281853,-120.433671,1997
41.483225,-120.540234,1997
37.64571,-118.96652,1997
37.962069,-119.120278,1997
38.091428,-118.997957,1997
37.646878,-118.9218,1997
36.48187,-121.73333,1997
36.227466,-121.116584,1997
36.574682,-121.806339,1997
36.8044,-121.786895,1997
36.697181,-121.633556,1997
38.310942,-122.296189,1997
39.218783,-121.053282,1997
39.357963,-120.106586,1997
39.233477,-121.055608,1997
39.316555,-120.845475,1997
39.32783,-120.184592,1997
39.324905,-120.367703,1997
33.821353,-117.91427,1997
33.67464,-117.92568,1997
33.627244,-117.691163,1997
33.92513,-117.95264,1997
38.93767,-121.104921,1997
39.100174,-120.953832,1997
38.74643,-121.26498,1997
38.889891,-121.307704,1997
38.78879,-121.217727,1997
39.939567,-120.944376,1997
40.309644,-121.227848,1997
39.791568,-120.472715,1997
33.927794,-116.874466,1997
33.92145,-117.57244,1997
33.92086,-116.85841,1997
33.94603,-117.40063,1997
33.70853,-116.21537,1997
33.85275,-116.54101,1997
33.78942,-117.22764,1997
33.99958,-117.41601,1997
33.67649,-117.33098,1997
38.71209,-121.38109,1997
38.613779,-121.368014,1997
38.609905,-121.381063,1997
38.56844,-121.49311,1997
38.302591,-121.420838,1997
38.683304,-121.164457,1997
38.553517,-121.337173,1997
38.556326,-121.458499,1997
38.716847,-121.593014,1997
38.494475,-121.211131,1997
36.843425,-121.3621,1997
36.48324,-121.15688,1997
34.89398,-117.024804,1997
34.2431,-117.27235,1997
34.4251,-117.5898,1997
34.41056,-116.9072,1997
34.512496,-117.330879,1997
35.774954,-117.367557,1997
34.141946,-116.055836,1997
34.239173,-117.621721,1997
34.10374,-117.62914,1997
35.77417,-117.3714,1997
34.10002,-117.49201,1997
34.41639,-117.2858,1997
34.05977,-117.14731,1997
34.054456,-117.588664,1997
34.06957,-116.38893,1997
34.106678,-117.274063,1997
34.090012,-117.254208,1997
34.193925,-116.914063,1997
32.631242,-117.059088,1997
32.791194,-116.942092,1997
33.202686,-117.366797,1997
32.836461,-117.128752,1997
32.717265,-117.166353,1997
32.952124,-117.264088,1997
33.127769,-117.075086,1997
32.842318,-116.768293,1997
32.709224,-117.154841,1997
33.217055,-117.396177,1997
32.552164,-116.937772,1997
37.784,-122.4216,1997
37.765946,-122.399044,1997
37.995201,-121.309115,1997
37.906869,-121.148275,1997
37.950741,-121.268523,1997
37.737985,-121.535503,1997
38.029626,-121.354026,1997
35.614668,-120.656912,1997
35.043865,-120.581281,1997
35.12389,-120.63215,1997
35.283864,-120.655171,1997
35.02083,-120.56388,1997
35.36631,-120.84271,1997
35.49158,-120.66804,1997
37.482934,-122.20337,1997
34.46245,-120.02551,1997
34.421386,-119.702079,1997
34.948034,-120.435441,1997
34.451931,-120.458773,1997
34.725352,-120.428717,1997
34.54166,-119.79146,1997
34.478045,-120.211816,1997
34.477767,-120.206539,1997
34.52744,-120.1965,1997
34.475267,-120.189871,1997
34.414942,-119.879511,1997
34.403052,-119.457914,1997
34.718871,-120.432663,1997
34.471378,-120.221816,1997
34.472212,-120.17737,1997
34.48974,-120.04692,1997
34.479435,-120.033476,1997
34.469158,-120.04042,1997
34.480824,-120.043754,1997
34.478602,-120.042643,1997
34.486658,-120.044587,1997
34.63782,-120.4575,1997
34.44551,-119.8284,1997
34.001689,-120.04823,1997
34.605819,-120.075069,1997
34.949422,-120.435164,1997
34.5959,-120.631315,1997
34.780814,-120.607393,1997
36.999571,-121.574684,1997
37.339666,-121.888575,1997
37.226862,-121.979675,1997
37.3735,-122.077,1997
37.3062,-121.84885,1997
37.3915,-121.8422,1997
37.079379,-121.600031,1997
37.316609,-121.927734,1997
37.011894,-122.194413,1997
36.933285,-121.796896,1997
37.05217,-122.013573,1997
36.98332,-121.98822,1997
40.55013,-122.38092,1997
40.452913,-122.298866,1997
40.53999,-121.57646,1997
39.679627,-120.24965,1997
41.308485,-122.333345,1997
41.711825,-121.509993,1997
41.726892,-122.633579,1997
38.052142,-122.145799,1997
38.2455,-122.0539,1997
38.102507,-122.237976,1997
38.3514,-121.9941,1997
38.352411,-121.962744,1997
38.804267,-123.018142,1997
38.610905,-122.868794,1997
38.443503,-122.710169,1997
38.654069,-122.901857,1997
38.501112,-122.998181,1997
37.648819,-120.997712,1997
37.642165,-120.994212,1997
37.488317,-120.836008,1997
38.848232,-121.515236,1997
39.138773,-121.618549,1997
39.205572,-121.820362,1997
40.216805,-122.223582,1997
40.262072,-122.092766,1997
40.17583,-122.23694,1997
40.73475,-122.9412,1997
36.566889,-118.777321,1997
36.566128,-118.7777,1997
36.429113,-118.76343,1997
36.498835,-118.824821,1997
36.332179,-119.291228,1997
37.98178,-120.378551,1997
38.050479,-120.300747,1997
34.398608,-118.824817,1997
34.38694,-119.416785,1997
34.210169,-118.870509,1997
34.291257,-118.79765,1997
34.44806,-119.2313,1997
34.276316,-118.683685,1997
34.280401,-119.314557,1997
34.25239,-119.143182,1997
38.53445,-121.7734,1997
38.682961,-121.766075,1997
38.57146,-121.52579,1997
39.827594,-104.937668,1997
39.795995,-104.978074,1997
39.986324,-104.817683,1997
39.838119,-104.94984,1997
37.469391,-105.878691,1997
37.724919,-105.519073,1997
39.567887,-104.957193,1997
39.657209,-104.998594,1997
37.266434,-107.012731,1997
40.018597,-105.278324,1997
40.164576,-105.100856,1997
40.166586,-105.102402,1997
40.024153,-105.258045,1997
39.957212,-105.238458,1997
40.021097,-105.263382,1997
40.012969,-105.267212,1997
38.739213,-108.073118,1997
38.868289,-107.59652,1997
38.796898,-107.72264,1997
39.751184,-104.987625,1997
39.738578,-104.939925,1997
39.751761,-105.030681,1997
39.698008,-104.987111,1997
39.740342,-104.991037,1997
39.748163,-105.002564,1997
39.370778,-104.858576,1997
39.537488,-105.065541,1997
39.63982,-106.393668,1997
38.82416,-104.824141,1997
38.85054,-104.83063,1997
38.895975,-104.761296,1997
38.842494,-104.774974,1997
38.828042,-104.827739,1997
38.958341,-104.817215,1997
38.633608,-104.716085,1997
38.921382,-104.813032,1997
38.763328,-104.757472,1997
38.92249,-104.996369,1997
38.64083,-104.71414,1997
38.84666,-104.827753,1997
38.89805,-104.76192,1997
38.795272,-104.796085,1997
38.811384,-104.751918,1997
38.442621,-105.239718,1997
39.531811,-107.782288,1997
39.546649,-107.325338,1997
38.867595,-106.981436,1997
38.87805,-106.974698,1997
38.9564,-106.9858,1997
40.5383,-106.6766,1997
39.800333,-105.099973,1997
39.803043,-105.087762,1997
39.638781,-105.13948,1997
39.912799,-105.188587,1997
39.904153,-105.16582,1997
39.87639,-105.165611,1997
39.86193,-105.203599,1997
39.899708,-105.240823,1997
39.743724,-105.177989,1997
39.757765,-105.223322,1997
39.247768,-106.291968,1997
37.266453,-107.880777,1997
37.267684,-107.874589,1997
37.274742,-107.878951,1997
37.13678,-107.62863,1997
37.10258,-107.870219,1997
40.58365,-105.080162,1997
40.27813,-105.54564,1997
40.57747,-105.07892,1997
39.16137,-108.735377,1997
39.068593,-108.563982,1997
39.07713,-108.55201,1997
37.1984,-108.49046,1997
38.475734,-107.875837,1997
38.606032,-107.982911,1997
39.154,-106.821,1997
39.190718,-106.818895,1997
38.090949,-102.613912,1997
38.084688,-102.618641,1997
38.266392,-104.61053,1997
40.485201,-106.831625,1997
40.488033,-106.836438,1997
37.659409,-107.800541,1997
37.937872,-107.813061,1997
37.939161,-107.82423,1997
39.491461,-106.047325,1997
39.629878,-106.074403,1997
38.744827,-105.175405,1997
40.414877,-104.70693,1997
40.41637,-104.692742,1997
41.177041,-73.189834,1997
41.170833,-73.194722,1997
41.195076,-73.163447,1997
41.004657,-73.585128,1997
41.055833,-73.539444,1997
41.183708,-73.189835,1997
41.399167,-73.443056,1997
41.063153,-73.507899,1997
41.106764,-73.419008,1997
41.063153,-73.528456,1997
41.1525,-73.103056,1997
41.118333,-73.336667,1997
41.7426,-72.707317,1997
41.758711,-72.66537,1997
41.769167,-72.670278,1997
41.784722,-72.631667,1997
41.765933,-72.644814,1997
42.015929,-72.517587,1997
41.760933,-72.67037,1997
41.764265,-72.93788,1997
41.7425,-72.634444,1997
41.841485,-73.162889,1997
41.803153,-73.120388,1997
41.552196,-72.630015,1997
41.560932,-72.647594,1997
41.300653,-72.913157,1997
41.293986,-72.900935,1997
41.290653,-72.90149,1997
41.309167,-72.923333,1997
41.310653,-72.915102,1997
41.310833,-72.916944,1997
41.550556,-73.043611,1997
41.260833,-72.55,1997
41.452041,-72.820655,1997
41.361209,-72.07952,1997
41.317222,-72.065,1997
41.366765,-72.113132,1997
41.524167,-72.076667,1997
41.58871,-71.855905,1997
41.730099,-72.213134,1997
41.976389,-72.388056,1997
41.713432,-72.21119,1997
41.84046,-72.010368,1997
38.986672,-75.5568,1997
39.761111,-75.491944,1997
39.5513,-75.732,1997
39.57768,-75.6036,1997
39.817222,-75.563889,1997
39.757891,-75.546034,1997
38.6539,-75.6106,1997
38.903723,-77.051366,1997
38.903889,-77.046389,1997
38.583226,-77.1219,1997
38.964722,-77.075,1997
38.864279,-76.991642,1997
38.895572,-76.958072,1997
38.876255,-77.034059,1997
38.921847,-77.013178,1997
29.706111,-82.387778,1997
29.658023,-82.330383,1997
29.544722,-82.296111,1997
30.201111,-82.441111,1997
30.144369,-85.614371,1997
28.403615,-80.706164,1997
28.511389,-80.794499,1997
28.622774,-80.839221,1997
28.310841,-80.61533,1997
28.02474,-80.658388,1997
26.281469,-80.282549,1997
26.135086,-80.132545,1997
26.128611,-80.167222,1997
26.098333,-80.145833,1997
26.083143,-80.237586,1997
25.982592,-80.247549,1997
26.291088,-80.096353,1997
26.217582,-80.127545,1997
26.001202,-80.160324,1997
26.172029,-80.203658,1997
26.024257,-80.299216,1997
26.294167,-80.176389,1997
26.140642,-80.244215,1997
26.243692,-80.120045,1997
26.087567,-80.111152,1997
28.748678,-82.554769,1997
26.128425,-81.766754,1997
30.356339,-81.635396,1997
30.35245,-81.628173,1997
30.238288,-81.670119,1997
30.477725,-81.587339,1997
30.309119,-81.652341,1997
30.422448,-81.620951,1997
30.30523,-81.705398,1997
30.320507,-81.68762,1997
30.32634,-81.659285,1997
30.367461,-81.593983,1997
30.619915,-87.317197,1997
30.525367,-87.20355,1997
30.36805,-87.270967,1997
30.544917,-87.216082,1997
30.399198,-87.275972,1997
29.828264,-85.281862,1997
30.42659,-82.794715,1997
27.947521,-82.45315,1997
27.932244,-82.50954,1997
27.88669,-82.481206,1997
27.923634,-82.400927,1997
27.894469,-82.400927,1997
27.740033,-82.465146,1997
27.864192,-82.384259,1997
27.792805,-82.368148,1997
27.922801,-82.401205,1997
27.854176,-82.383728,1997
27.947799,-82.457039,1997
27.928356,-82.454539,1997
27.974187,-82.517318,1997
27.892523,-82.538429,1997
27.960148,-82.381873,1997
27.963355,-82.385093,1997
28.102793,-82.503707,1997
27.933633,-82.448706,1997
27.987798,-82.453984,1997
27.943634,-82.276202,1997
27.96483,-82.37921,1997
27.968911,-82.278425,1997
30.848611,-85.603889,1997
29.108037,-81.632853,1997
26.602016,-81.877908,1997
26.63174,-81.960089,1997
26.449247,-81.939256,1997
30.363257,-84.268787,1997
30.305556,-84.423611,1997
30.1103,-84.9903,1997
27.580592,-82.362593,1997
27.641978,-82.557319,1997
27.633089,-82.54593,1997
27.442819,-82.596487,1997
27.028387,-80.379216,1997
25.899539,-80.38259,1997
25.808709,-80.301995,1997
25.924539,-80.448388,1997
25.732878,-80.16175,1997
25.587327,-80.325922,1997
25.39122,-80.680819,1997
25.622049,-80.344255,1997
25.794222,-80.215556,1997
25.768155,-80.233104,1997
25.833986,-80.241993,1997
25.798709,-80.210048,1997
25.471944,-80.482778,1997
24.712086,-81.098407,1997
30.658552,-81.463168,1997
30.686626,-81.447314,1997
28.735828,-81.60174,1997
28.507503,-81.416737,1997
28.45445,-81.381181,1997
28.541669,-81.389236,1997
28.551112,-81.345347,1997
28.542224,-81.378403,1997
28.596389,-81.3625,1997
28.347509,-81.636464,1997
26.707565,-80.216157,1997
26.724786,-80.666447,1997
26.803951,-80.148933,1997
26.693399,-80.099209,1997
26.707565,-80.110043,1997
26.675066,-80.111987,1997
26.844196,-80.083681,1997
26.454796,-80.096709,1997
26.466351,-80.074765,1997
26.370077,-80.074209,1997
28.195574,-82.756264,1997
27.946688,-82.731767,1997
27.784749,-82.659265,1997
27.785866,-82.739875,1997
27.863635,-82.623153,1997
27.793082,-82.727879,1997
27.8928,-82.791492,1997
28.047517,-82.709822,1997
27.892801,-82.680378,1997
27.87169,-82.691489,1997
27.895856,-82.774546,1997
28.090299,-82.700707,1997
27.856418,-82.017633,1997
27.897248,-81.960084,1997
27.939746,-82.000084,1997
28.028889,-81.972222,1997
29.687748,-81.656509,1997
30.109411,-81.345357,1997
27.391152,-80.398385,1997
27.449206,-80.408104,1997
27.290556,-82.507222,1997
27.074223,-82.423985,1997
27.300047,-82.524263,1997
27.299769,-82.522597,1997
27.33588,-82.53093,1997
27.307268,-82.570376,1997
27.101166,-82.435929,1997
28.814437,-81.268398,1997
28.746111,-81.310556,1997
28.680831,-81.424514,1997
29.109151,-80.993666,1997
29.242202,-81.052556,1997
29.206667,-81.0525,1997
29.181667,-81.08,1997
34.176764,-84.786882,1997
34.103431,-84.91522,1997
32.777465,-83.640996,1997
32.842639,-83.628235,1997
32.805264,-83.543493,1997
33.572888,-85.098001,1997
34.920355,-85.110784,1997
30.740718,-82.128154,1997
32.082985,-81.096501,1997
32.062124,-81.067043,1997
32.092957,-81.14399,1997
32.094095,-81.150945,1997
32.024377,-81.113723,1997
32.06848,-81.04942,1997
32.110679,-81.161823,1997
32.141593,-81.159557,1997
32.090779,-81.130222,1997
34.474526,-85.408847,1997
33.945948,-83.372102,1997
33.610845,-84.390717,1997
33.883437,-84.515488,1997
31.974063,-83.788505,1997
34.376227,-84.059506,1997
33.6878,-84.2905,1997
33.698643,-84.272614,1997
33.789272,-84.235754,1997
33.901389,-84.279903,1997
33.845741,-84.213398,1997
31.552674,-84.169352,1997
31.5776,-84.0998,1997
33.778329,-84.707791,1997
33.741242,-84.776429,1997
34.98567,-84.375193,1997
34.9075,-84.526389,1997
34.2605,-85.3232,1997
34.263312,-85.178723,1997
34.263198,-85.304826,1997
33.752625,-84.383325,1997
33.741253,-84.5527,1997
33.819564,-84.389708,1997
33.802241,-84.435618,1997
33.77933,-84.39576,1997
33.800106,-84.487709,1997
33.720742,-84.357316,1997
33.876469,-84.380327,1997
33.616499,-84.437427,1997
31.147175,-81.492879,1997
31.180893,-81.504622,1997
31.169805,-81.495035,1997
33.9632,-84.0691,1997
33.209867,-82.384014,1997
32.4842,-84.9789,1997
32.448199,-84.929098,1997
32.521272,-84.944635,1997
32.4344,-84.9293,1997
32.4362,-84.9341,1997
32.4297,-84.9316,1997
32.539571,-84.844732,1997
33.9285,-85.04534,1997
33.1787,-84.4052,1997
33.39375,-82.006228,1997
33.459305,-81.938448,1997
33.469164,-81.991426,1997
33.395418,-81.975949,1997
33.4339,-82.0224,1997
33.432353,-81.991372,1997
33.588545,-84.069608,1997
33.264875,-84.284914,1997
31.954286,-84.08101,1997
34.9788,-85.3009,1997
33.625273,-83.681656,1997
32.967359,-82.806871,1997
19.4308,-155.2578,1997
21.283503,-157.830591,1997
21.318779,-157.858646,1997
21.323745,-158.088613,1997
21.332743,-158.11413,1997
21.30758,-157.85542,1997
21.303382,-157.871171,1997
21.34434,-158.110587,1997
21.392833,-157.969126,1997
21.340163,-157.70559,1997
21.978802,-159.366928,1997
20.780134,-156.462181,1997
20.912066,-156.378015,1997
20.808788,-156.283507,1997
43.619863,-116.26071,1997
43.618889,-116.213611,1997
43.636111,-116.270278,1997
43.617759,-116.39259,1997
43.616379,-116.203817,1997
43.403777,-116.304837,1997
43.618668,-116.213138,1997
42.916389,-112.515833,1997
42.863333,-112.434722,1997
42.925556,-112.478889,1997
42.876725,-112.460347,1997
42.797453,-112.254432,1997
43.684281,-114.368688,1997
48.274167,-116.550833,1997
43.480378,-112.044246,1997
43.649903,-113.034167,1997
43.460556,-113.562222,1997
43.58031,-116.562676,1997
42.661298,-111.591443,1997
42.669671,-111.586106,1997
44.170385,-114.928034,1997
47.682315,-116.76553,1997
47.708934,-116.944803,1997
47.698398,-116.794693,1997
47.802796,-116.79482,1997
45.171924,-113.891719,1997
45.161745,-113.89232,1997
45.158688,-114.026921,1997
46.22018,-116.028962,1997
43.825579,-111.78044,1997
42.619416,-113.676719,1997
46.429561,-116.992427,1997
46.417778,-117.018611,1997
46.422065,-117.029962,1997
42.9125,-112.535556,1997
42.911111,-112.539167,1997
47.543056,-116.1275,1997
47.536389,-116.236667,1997
47.507729,-116.002345,1997
42.563894,-114.459475,1997
39.93301,-91.404237,1997
40.123796,-88.229531,1997
40.121976,-88.243383,1997
39.490591,-88.162262,1997
41.670992,-87.732457,1997
41.834276,-87.623851,1997
41.687165,-87.539315,1997
41.87372,-87.645326,1997
41.755832,-87.54535,1997
41.698924,-87.561989,1997
41.87898,-87.635556,1997
41.896977,-87.623664,1997
41.70757,-87.568574,1997
41.965485,-87.749928,1997
41.687535,-87.536155,1997
41.656518,-87.589574,1997
41.877682,-87.635027,1997
41.790787,-87.601646,1997
41.688924,-87.556989,1997
41.685868,-87.555878,1997
41.685591,-87.553101,1997
41.716979,-87.552824,1997
41.895812,-87.607683,1997
41.984332,-87.792002,1997
41.80118,-87.832349,1997
41.773921,-87.815334,1997
41.67809,-87.69755,1997
41.66812,-87.99057,1997
41.816976,-87.819779,1997
41.615038,-87.71556,1997
41.662109,-87.696467,1997
41.965283,-87.87633,1997
41.782766,-87.805377,1997
41.583924,-87.605323,1997
41.855243,-87.75247,1997
41.999474,-87.875065,1997
42.027807,-87.905344,1997
42.05336,-88.10813,1997
42.139996,-87.799227,1997
41.859754,-87.750334,1997
41.872202,-87.826165,1997
41.872117,-87.82908,1997
42.062053,-87.675254,1997
41.631424,-87.5681,1997
41.94753,-87.928676,1997
41.771071,-88.152534,1997
41.813049,-88.072827,1997
39.067159,-88.548934,1997
37.998268,-88.493158,1997
37.723086,-89.209289,1997
39.110539,-90.32408,1997
42.2869,-89.9997,1997
42.049148,-88.273029,1997
41.878639,-88.341464,1997
42.177247,-87.864791,1997
42.386706,-87.841406,1997
42.467573,-87.810047,1997
42.290579,-87.981743,1997
41.293015,-89.049425,1997
42.221442,-88.242207,1997
39.859481,-88.924799,1997
39.866834,-88.925594,1997
39.396075,-89.809739,1997
38.890186,-90.148031,1997
38.694438,-90.153954,1997
38.701994,-90.149276,1997
38.704217,-90.121497,1997
38.699565,-90.143529,1997
38.704534,-90.139675,1997
38.726573,-89.959963,1997
38.827665,-90.058116,1997
38.831159,-90.063439,1997
38.799216,-90.099274,1997
38.795327,-90.092885,1997
38.791993,-90.095663,1997
38.793341,-90.039762,1997
38.860669,-90.105851,1997
38.865984,-90.070571,1997
38.869001,-89.622816,1997
40.68742,-89.606943,1997
40.700072,-89.613414,1997
40.697007,-89.584737,1997
40.745504,-89.585869,1997
38.176278,-89.788459,1997
38.21866,-89.795657,1997
41.514478,-90.440409,1997
41.511978,-90.514301,1997
41.5092,-90.577359,1997
38.612034,-90.160477,1997
38.592192,-90.165081,1997
38.235049,-89.842046,1997
39.800614,-89.591225,1997
39.799309,-89.647608,1997
39.844122,-89.604839,1997
39.831921,-89.644164,1997
40.664482,-89.576487,1997
40.55646,-89.654028,1997
38.397789,-87.773853,1997
38.369498,-87.834466,1997
41.459963,-88.182019,1997
41.526885,-88.116474,1997
41.57574,-88.055148,1997
41.50642,-88.115059,1997
41.221537,-88.190967,1997
42.28719,-89.077005,1997
42.267242,-89.08955,1997
42.267674,-89.087851,1997
42.250299,-89.093439,1997
